content,category,cluster,content_for_labeling,topic_label
mohon di tindak lanjuti.. karena tronton sudah mengambil seluruh jalur menyebabkan kemacetan panjang.. tronton ada di jalur 1 sampai 4.. bahkan sampai jalur busway.. mohon dapat segera di tindaklanjuti yaa pak… karena sudah tiap hari seperti ini kemacetannya,Arus Lalu Lintas,7,mohon tindak lanjut tronton ambil jalur sebab macet tronton jalur jalur busway mohon tindaklanjuti macet,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
"harap segera tertibkan pkl liar di trotoar! korupsi fasum, pelanggaran perda!",PKL Liar,21,harap tertib liar trotoar korupsi fasum langgar perda,"['harap', 'fasum', 'liar', 'trotoar', 'korupsi']"
sangat membahayakan sekali untuk pejalan kaki karena ada saluran air yang besar. mohon untuk di tutup saluran air nya. segera tindak lanjuti masalah ini,Tutup Saluran ,1,bahaya pejal kaki salur air mohon tutup salur air tindak lanjut,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
halo polantas ini kenapa lampu lalu lintas pagi2 diaktifkan? kan harusnya sampai jam 10 pagi dinonaktifkan. bikin macet. atur yang benar dong,Jalan,7,halo polantas lampu lintas pagi aktif jam pagi nonaktif bikin macet atur,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
jalanan rusak perlu perbaikan . butuh segera ditindaklanjuti karena rawan kecelakaan atau jatuh,Jalan,1,jalan rusak baik butuh ditindaklanjuti rawan celaka jatuh,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
"segera tindak lanjuti masalah bikin macet setiap hari masa tidak ditangani , jangan hanya ditegur nanti parkir lagi disana mending langsung diderek biar ada efek jera punya mobil tapi tidak punya garasi butuh segera ditindaklanjuti karena",Parkir Liar,10,tindak lanjut bikin macet tangan tegur parkir sana mending langsung derek biar efek jera mobil garasi butuh ditindaklanjuti,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"setiap hari bakar kelapa ( bukan arang jadi) &amp; sampah plastik untuk membesarkan api sehingga polusi udara resiko kanker, memakai badan jalan , apa diperbolehkan ? tidak pernah ada penindakan, te polusi udara sangat tinggi, bahaya bagi orang lain , mohon diatur atau harus kita perlu lapor juga ke ormas ata lsm ? dilakukan stiap hari dari jam 8 sd 10 pagi . jangan di cek siang atau sore hari",Pencemaran Lingkungan ,5,bakar kelapa arang amp sampah plastik besar api polusi udara resiko kanker pakai badan jalan boleh tindak te polusi udara bahaya orang mohon atur lapor ormas ata lsm stiap jam sd pagi cek siang sore,"['bakar', 'warga', 'sampah', 'ganggu', 'tindak']"
bekas galian kabel yang sudah lama tidak ditutup lagi yang telah membuat beberapa pesepeda dan pengguna roda dua tergelincir setelah hujan,Jalan,1,bekas gali kabel tutup sepeda guna roda gelincir hujan,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
kenapa bangunan sebesar sekira lebih 700m2 gak unjuk ijin pbg ya. cover pelindung bangunan nya. ada apa ini dekat dinkes. semua dua poin enggak diunjuk ke ruang publik. fungsi pbg lama dan baru dari rumah tinggal ke nontinggal?,Tata Ruang dan Bangunan ,26,bangun sekira m unjuk ijin pbg cover lindung bangun dinkes poin unjuk ruang publik fungsi pbg rumah tinggal nontinggal,"['unjuk', 'bangun', 'ijin', 'lurah', 'duga']"
parkir liar di bahu jalan contoh pelanggaran yang primitif di areal wilayah kerja aprat penegak hukum mengganggu ketertiban,Parkir Liar,18,parkir liar bahu jalan contoh langgar primitif areal wilayah kerja aprat tegak hukum ganggu tertib,"['langgar', 'tertib', 'parkir', 'liar', 'mohon']"
jalan lubang tolong ditambal segera agar tidak semakin banyak,Jalan,1,jalan lubang tolong tambal,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
"saluran got ambles, butuh diperbaiki. membahayakan pengguna jalan dan anak22 yang main di sekitar.",Jalan,1,salur got ambles butuh baik bahaya guna jalan anak main,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
"mohon diangkut sampah didepan rumah saya biar tidak menumpuk banyak, semakin siang sampah semakin menumpuk.. rute mobil mobil pagi jam 7 , seperti dahulu sebelum diganti petugas nya. terima kasih ada pelanggaran segera tindak lanjuti masalah masalah ini terjadi saat butuh segera ditindaklanjuti karena",Sampah ,10,mohon angkut sampah depan rumah biar tumpuk siang sampah tumpuk rute mobil mobil pagi jam ganti tugas terima kasih langgar tindak lanjut butuh ditindaklanjuti,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
ada pelanggaran. sudah dilaporkan berkali-kali. dan tindak lanjut tiap laporan hanya foto dengan keterangan akan dibongkar oleh pemilik. tapi sampai berbulan-bulan tidak ada tanda-tanda dibongkar. malah bangunan berjualan di atas jalan hingga ke sungai semakin banyak. mohon serius menindaklanjuti,Jalan,8,langgar lapor kali kali tindak lapor foto terang bongkar milik bulan tanda tanda bongkar bangun jual jalan sungai mohon serius menindaklanjuti,"['bangun', 'tindak', 'pbg', 'izin', 'lantai']"
"butuh segera ditindaklanjuti karena menyebabkan kemacetan,agar ojol dan pedagang yang berjualan di depan amezz cofee di tertibkan, karena menyebabkan kemacetan",Jalan,10,butuh ditindaklanjuti sebab macet ojol dagang jual amezz cofee tertib sebab macet,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
ada pelanggaran. sudah dilaporkan berkali-kali. masih banyak kendaraan parkir di atas jalan umum,Jalan,10,langgar lapor kali kali kendara parkir jalan,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
ada pelanggaran. sudah dilaporkan berkali-kali. tapi masih banyak mobil parkir di atas jalan umum,Jalan,10,langgar lapor kali kali mobil parkir jalan,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"setiap sore hari di jam pulang kerja terjadi kemacetan mengular di jalan patal senayan, dan arteri permata hijau hingga lampu merah pos pengumben. penyebabnya adalah durasi lampu hijau di perempatan pos pengumben mengarah utara yang terlalu singkat. mohon agar diterapkan teknologi untuk bisa mengatur ini atau setidaknya petugas mengatur yang lebih cerdas. bisa kok dikurangi macetnya. semangat.",Jalan,7,sore jam pulang kerja macet ular jalan patal senayan arteri permata hijau lampu merah pos pengumben sebab durasi lampu hijau empat pos pengumben arah utara singkat mohon terap teknologi atur tugas atur cerdas rang macet semangat,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
"mobil berplat b 1036 as parkir sembarangan di halte transjakarta mrt fatmawati, bikin macet dan menyulitkan penumpang bis naik turun.",Parkir Liar,10,mobil berplat b as parkir sembarang halte transjakarta mrt fatmawati bikin macet sulit tumpang bis turun,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
halo cktrp mohon cktrp (cakap kota rara rapih perjalanan) adanya sampah ini dapat dibuang tuntas . thanks,Sampah ,26,halo cktrp mohon cktrp cakap kota rara rapih jalan sampah buang tuntas thanks,"['unjuk', 'bangun', 'ijin', 'lurah', 'duga']"
"permasalahan: masih sama seperti kemarin yg tidak di tindak, jadi budaya parkir sembarangan. tidak pernah bosan melapor walaupun ga ada penyelesaian",Parkir Liar,10,masalah kemarin tindak budaya parkir sembarang bosan lapor selesai,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
sudah mati 3 bulan lebih dilakukan pembiaran sudin binamarga jakut. katanya smart system tapi palsu jadi dibiarin aja kalau mati gak sanggup perbaiki?,Jalan,11,mati biar sudin binamarga jakut smart system palsu dibiarin mati sanggup baik,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"ini laporan ke-2, karena dari laporan ke-1 bulan desember2024 tertulis keterangannya akan dilakukan pengerjaan bulan mei 2025 kok lama begitu ya ? mohon bantuannya kepada petugas instansi terkait agar dilakukan pemangkasan / pemotongan pohon dengan segera karena pohonnya sudah sangat besar khawatir roboh/patah menimpa pengguna jalan, mengantisipasi bahaya yg terjadi terimakasih",Pohon,6,lapor lapor desember tulis terang kerja mei mohon bantu tugas instansi kait mangkas potong pohon pohon khawatir roboh patah timpa guna jalan antisipasi bahaya terimakasih,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
pohon tutupi lampu lampu jalan pangkas segera agar aman dan terang,Pohon,16,pohon tutup lampu lampu jalan pangkas aman terang,"['pohon', 'terang', 'jalan', 'pangkas', 'bungkus']"
"butuh segera ditindaklanjuti karena belum terbitnya jabatan fungsional profesi audiologi membuat kami kesulitan untuk mengikuti p3k , mohon kepada dinas terkait untuk mengundang profesi audiologi untuk melakukan audiensi, di satu pihak pemerintah mendorong kami untuk mengikuti p3k tetapi ketika kami masuk pendaftaran p3k kami terhambat dikarenakan tidak adanya jabatan fungsional segera tindak lanjuti masalah",Perizinan ,13,butuh ditindaklanjuti terbit jabat fungsional profesi audiologi sulit ikut p k mohon dinas kait undang profesi audiologi audiensi perintah dorong ikut p k masuk daftar p k hambat jabat fungsional tindak lanjut,"['seman', 'lurah', 'jakarta', 'lapor', 'dki']"
"kabel kabel sepanjang jl dewi sartika pada sembraut, mohon untuk di rapihkan kembali. segera tindak lanjuti masalah ini","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",6,kabel kabel jalan dewi sartika sembraut mohon rapihkan tindak lanjut,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
ada pelanggaran berdirinya bangunan di atas bantaran sungai,Tata Ruang dan Bangunan ,8,langgar diri bangun bantaran sungai,"['bangun', 'tindak', 'pbg', 'izin', 'lantai']"
"tolong jalan yang ke lajur cepat mohon dibuka, karna macet sekali akhirnya di lanjur lambat",Jalan,7,tolong jalan lajur cepat mohon buka karna macet lanjur lambat,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
"plang sudah rusak, mohon tl untuk pergantian plang tersebut",Jalan,4,plang rusak mohon tolong ganti plang,"['tolong', 'rusak', 'jalan', 'lampu', 'tiang']"
segera tindak lanjuti masalah pangkalan bajaj di jalan jatinegara barat.,Parkir Liar,10,tindak lanjut pangkal bajaj jalan jatinegara barat,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"jalan berlubang saat keluar dari taman sinabung ke jalan pakubuwono vi, mohon diperbaiki terima kasih",Jalan,1,jalan lubang taman sabung jalan pakubuwono vi mohon baik terima kasih,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
"saya mewakili warga rt 7, tolong infokan dengan tegas pemborong proyek d lingkungan rt 7 dan sekitarnya, siapkan plat kapal utk menutup lubang galian yg blum rapih agar ttp bisa d lalui mobil warga sekitar. klo semua d bongkar akses mobilitas warga tidak bs keluar masuk semua jalan akses namanya mengganggu aktifitas warga dgn adanya proyek ini. tolong segera tindak lanjut, harusny proyek memikirkan hal2 tersebut jangan hanya proyek jalan tp csr tdk d pikirkan",Keluhan Galian/Sisa Proyek,1,wakil warga tolong info borong proyek d lingkung siap plat kapal tutup lubang gali blum rapih ttp d lalu mobil warga d bongkar akses mobilitas warga masuk jalan akses nama ganggu aktifitas warga proyek tolong tindak harusny proyek pikir proyek jalan csr d pikir,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
segera di tindak lanjuti lampu penerangan jalan mati sudah 1 minggu,Jalan,11,tindak lanjut lampu terang jalan mati minggu,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
tolong didik pramudi agar teliti dan cek ricek spion sebelum beranjak dari halte atau bus stop. ada penumlang yang tertinggal padahal sudah menunggu di halte poltangan. armada ini tiba di halte poltangan antara pukul 16:05 dan 16:10,Transportasi Publik,17,tolong didik pramudi teliti cek ricek spion anjak halte bus stop penumlang tinggal tunggu halte poltangan armada halte poltangan,"['bus', 'stop', 'jak', 'rute', 'tumpang']"
tolong pak ini halte di sterilkan dari angkot yang ngetem ini halte loh bukan terminal yang harusnya angkot hanya berhenti untuk menaikan dan menurunkan malah buat jadi tempat mangkal nya angkot ilegal yang tidak jelas surat2 nya dan juga sangat berbahaya angkotnya sudah lusuh dan jelek2 kami sangat terganggu kalo angkot ini mangkal mau naik turun jaklingko jadi terhalang segera tindak lanjuti masalah masalah ini terjadi saat jam sibuk pula,Keluhan Pelayanan ,17,tolong halte steril angkot ngetem halte loh terminal angkot henti naik turun mangkal angkot ilegal surat bahaya angkotnya lusuh jelek ganggu kalo angkot mangkal turun jaklingko halang tindak lanjut jam sibuk,"['bus', 'stop', 'jak', 'rute', 'tumpang']"
tahan di bekas area kebakaran bukankah milik ppk kemayoran.? sudah diperbolehkan tuk dibangun kembali.?,Konflik Sosial ,8,tahan bekas area bakar milik ppk mayor boleh tuk bangun,"['bangun', 'tindak', 'pbg', 'izin', 'lantai']"
"blm ada izin or plang imb...sdh di tl minggu lalu masih blm ada plang imb masih melakukan pekerjaan..mhn tindak lanjuti ini melanggar hukum,tidak boleh ada pembangunan sebelum ada izin imb..mohon ketegasan instasi terkait untuk menegakan hukum yg berlaku. ada pelanggaran segera tindak lanjuti masalah",Tata Ruang dan Bangunan ,8,izin or plang imb tolong minggu plang imb kerja mhn tindak lanjut langgar hukum bangun izin imb mohon tegas instasi kait tega hukum laku langgar tindak lanjut,"['bangun', 'tindak', 'pbg', 'izin', 'lantai']"
mohon dibantu pembuatan zebra. crossnya,Jalan,7,mohon bantu buat zebra crossnya,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
belum genap 6 jam saat bukti tindak lanjut pada laporan sebelumnya di berikan. saya meni jau lokasi ternyata pihak sudin perhubungan manggarai terindikasi memalsukan foto penindakan. karena dari lokasi di temukan kendaraan yang di berikan sanksi ocp tetap memakir kwndaraan dan terlihat ban tidak ada yang kempia. sangat mengecewakan melihat ini adalah laporan ke 4 untuk kasua yang sama dan ada plang larangan parkir butuh segera ditindaklanjuti karena ada pelanggaran,Parkir Liar,10,genap jam bukti tindak lapor meni jau lokasi sudin hubung manggarai indikasi palsu foto tindak lokasi temu kendara sanksi ocp memakir kwndaraan ban kempia kecewa lapor kasua plang larang parkir butuh ditindaklanjuti langgar,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
tolong!!! banyak anjing berkeliaran yg membahayakan warga!!!,Penanganan Kebakaran,10,tolong anjing liar bahaya warga,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"jaklingko 110 tidak mau berhenti di busstop simpang komaruddin 1 (busstop samping tol jalan baru / depan warung nasi padang). no.body kwk222122 arah rusun marunda, pukul 21.57",Transportasi Publik,17,jaklingko henti busstop simpang komaruddin busstop samping tol jalan warung nasi padang nomor body kwk arah rusun marunda,"['bus', 'stop', 'jak', 'rute', 'tumpang']"
"needs urgent action because pungli harganya 15 rb per orang anak kecil goceng padahal ga mancing, ini harganya yang bener berapa?",Fasilitasi Kerjasama/Kolaborasi Pemda DKI,19,needs urgent action because pungli harga rb orang anak goceng mancing harga,"['because', 'needs', 'action', 'urgent', 'is']"
pedagang gelar dagangannya dibahu jalan bikin macet ada pelanggaran segera tindak lanjuti masalah butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena butuh segera ditindaklanjuti karena bikin macet parah,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",20,dagang gelar dagang bahu jalan bikin macet langgar tindak lanjut butuh ditindaklanjuti butuh ditindaklanjuti butuh ditindaklanjuti bikin macet parah,"['tindak', 'butuh', 'ditindaklanjuti', 'langgar', 'jalan']"
k5 berjualan di badan jalan segera tindak lanjuti masalah,PKL Liar,10,k jual badan jalan tindak lanjut,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
ratusan lampu pju mati semua berbulan bulan pju jakut?????,Jalan,11,ratus lampu terang jalan umum mati bulan terang jalan umum jakut,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"permasalahan: mohon di tindaklanjuti tronton besar tetap naik ke atas, padahal sudah ada rambu-rambu yg melarang.. ini sangat membahayakan karena ada indikasi mobil tidak kuat menanjak dan memyebabkan kemacetan. mohon kerjasamanya ya pak…","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",7,masalah mohon tindaklanjuti tronton rambu rambu larang bahaya indikasi mobil kuat tanjak memyebabkan macet mohon kerjasamanya,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
"depan resto emados, terdapat lampu pju mati ketika malam, mohon untuk diperbaiki, terimakasih ...",Jaringan Listrik ,11,resto emados lampu terang jalan umum mati malam mohon baik terimakasih,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"mohon bantuan, lampu merah perempatan seskoal dari arah jl.cidodol.ada yang mati",Perlengkapan Lalu Lintas,11,mohon bantu lampu merah empat seskoal arah jalan cidodol mati,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
permasalahan: segera tindak lanjuti masalah... adq mayat kucing sudah 2 hari tidak dikubur/buang. baunya sudah parah.,Sampah ,5,masalah tindak lanjut adq mayat kucing kubur buang bau parah,"['bakar', 'warga', 'sampah', 'ganggu', 'tindak']"
pangkalan liar tunggu orderan,Perizinan ,25,pangkal liar tunggu order,"['belanja', 'rumah', 'parkir', 'blokir', 'liar']"
