content,category,cluster
"ijin saya kader ingin menjawab laporan saya dengan no laporan jk2504210464 pada hari senin tgl 21/4/25 saya mengajukan bpjs yg gratis untuk warga saya yg kurang mampu/ miskin di puskesmas cengkareng tapi disana di tolak karna tidak bisa di wakilkan, saya terima dengan jawaban puskesmas lewat laporan saya ,karna puskesmas bekerja sesuai sop, tapi harus di inget petugas bpjs itu tidak ramah, tidak santun, berbicara dengan nada tinggi,tidak ada komunikasi efektif yg baik di sana, puskesmas menjawab lewat laporan ""saya perlu surat kuasa"" jika di wakilkan, sedangkan faktanya petugas ini tidak ada komunikasi yg baik,tidak memberitau kalo pake surat kuasa, bahkan saya telpon orang yg bekerja di dinas kesehatan untuk membantu, tapi petugas puskesmas dengan sombongnnya bicara ""saya tidak perlu bicara dengan siapapun"" sudah silahkan pergi, saya lospeker org dari dinas kesehatan sampai memohon minta di bantu, tapi petugas puskesmas tetap angkuh dan sombongnya ""bapak dr dinas mana kita sesuai sop"" dengan nada tinggi dan marah2, memancing emosi,saya jadi malu dan gak enak sama org dinas kesehatan karna di marahin, andaikata saya punya hp 2 saya videokan percakapan kemarin saya viralkan ,ayo jujur pak klo kasih keterangan jangan ditutupi gak ada komunikasi yg baik kemarin gak ada keramahan dari petugas, tolong donk kapala puskesmas ganti petugas seperti ini, saya rasa banyak ko petugas yg jauh lebih ramah tolong hargai petugas saya juga petugas kader, saya kader itu bukan calo, bahkan kader itu banyak membantu program kerja puskesmas yg di kelurahan tanpa di gajih loh, harusnya kasih solusi, dengerkan org lain bicara tapi ini main tolak aja, bahkan jawaban laporan saya jk2504210464 dari puskesmas tidak ada kata2 permintaan maaf, atas kejadian kejadian waktu itu, seolah2 sop lebih penting dari tata krama, dan kesopanan, percuma ilmu anda tinggi tapi tidak punya adab yg baik. inget pak saya masih sakit hati anda marah2 sombong dgn berkata ""tidak mau bicara silahkan""seolah mengusir",Pelayanan Kesehatan ,13
"permasalahan: telusuri konsumen atas nama terlampir, ini tagihan keluarga kami atas nama nenek kami! ini pdam gamanusiawi tarifnya, infonya keputusan gubernur tapi tidak disosialisasikan dengan baik! ini saya gatau tagihan keluarga saya masuk kelas mana! tolong jelaskan kenapa naik sampai 2 kali lipat biasanya cuma bayar 500-600 ribu! jelaskan keluarga saya masuk klasifikasi kelas apa dan dasarnya dari mana! ini naik 2 kali lipat, semisal jawaban laporan tidak komprehensif akan saya up di socmed x(twitter) atau instagram sebegai bentuk ketidakpuasan! jawab detail lampirkan semua data, terutama dasar tagihan keluarga saya masuk golongan kelas apa dan kenapa masuk golangan kelas tarif tersebut!",PDAM/PAM,13
permasalahan: terdapat lubang di exit tol tomang. lubang sangat dalam dan membahayakan pengendara lain. mohon dibantu cek area exit tol tomang. karena banyak lubang dilokasi tersebut. mohon di tl. terimakasih.,Jalan,1
setiap belokan utk masuk lajur cepat ke arah tol kemayoran.. sangat parah ini.. ad sekitar 10 org termasuk anak2 yg meminta2 uang dan memberhentikan mbl agar mbl lain bs memotong masuk ke lajur cepat.. ini benar2 tidak benar dan kenapa dibiarkan?? tolong diberantas dan biarkan pengemudi saling tenggang rasa saja.. anak2 kecil diajarkan mental minta2 dr dini.. sangat tdk elok dan mao jd ap negara indonesia ini.. sangat menyedihkan sih..,Arus Lalu Lintas,10
"tolong dicek apakah papan nama atau plang nama yg dipasang di arah masuk jalan di atas trotoar di pinggir jalan umum sudah sesuai atau membayar pajak dan lainnya apakah sudah sesuai dengan uu dan peraturan yg ada. mengacu pada uu hkpd dan 2 peraturan gubernur dki jakarta no. 29/2024, ukuran luas bidang papan nama lebih dari 1 meter persegi. diatas ukuran tersebut yayasan atau perusahaan dan badan terkait wajib membayar pajak negara. papan nama tidak dipasang melekat pada bangunan tempat yg disebutkan pada papan nama, seperti dinding bangunan atau di atas bangunan. papan nama atau plang jg tidak dipasang di dalam area atau tempat usaha ataupun di dalam halaman tempat yg disebutkan pada papan nama atau profesi berada.",Perizinan ,30
"penyempitan ruas jalan umum sehingga menyebabkan kemacetan dan rawan kecelakaan. mohon diperhatikan, segera tindak lanjuti masalah. ada pelanggaran ada pelanggaran segera tindak lanjuti masalah",Parkir Liar,7
kondisi lampu di jembatan penyeberangan pinisi mati total agar segera diperbaiki dan mencegah hal-hal yg tdak di inginkan,Jaringan Listrik ,11
lampu warning light padam/mati total. harap dirbaiki mengingat pengguna lalu lintas.,Jalan,11
pasang kawat berduri dan tinggikan pagar banyak yang ml di dalam lapangan. dibiarkan dinas olahraga dan dibiarkan gelap,Fasilitas dan Layanan Olahraga,16
"kendaraan lawan arus sepanjang jalan ini, jumlah nya semakin banyak. mohon di tindak lanjut dengan tegas segera. terima kasih",Arus Lalu Lintas,27
ini tukang parkir terpantau ada lagi.. tukang parkir bukannya ngebantu malah masa bodo.. katanya membantu kr2.. ini mana.. malah memaksa harus bayar parkir.. tolong di basmi,Parkir Liar,10
"banyak sampah di got pertigaan sman 94, tolong dibersihkan.",Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),28
hancur parah sekali sudah 3 bulan dibiarkan saja oleh sudin bm jakut,Jalan,11
"pak gub, mainan d rptra udah minta bgt d perbaiki, karatan, prosotan sudah tiada, jaringnhya sudah lapuk krn umur. biar anak makin senang main ke rptra",RPTRA,17
"gerobak, perabot meja kursi pkl liar secara permanen ditaruh setiap hari selama bertahun menutup saluran air dan badan jalan menempel tembok pagar gedung sdn 04 kelurahan cawang. tanpa ada tindakan tegas dari jajaran lurah cawang dan satpol pp. apakah ada pembiaran krn dugaan pungli oknum terkait??? minta pemprov dki bisa turun tangan.",PKL Liar,23
lapangan olahraga gelap dan menjadi tempat maksiat karena tidak ada penjagaan sama sekali oleh dinas,Fasilitas dan Layanan Olahraga,11
"setiap hari parkiran sudah di jalan. minta tolong ditertibkan. saya juga sudah buat laporan kemarin pagi terima kasih, moton bantuan dari teman2 dishub",Jalan,10
unit lampu di tiang pendek kanan dari arah jl. kedoya raya arah nya perlu di putar! kedua: lampu warna kuning dari arah jl. kedoya maupun dari arah green garden tidak menyala! terima kasih!,Arus Lalu Lintas,7
segera tindak lanjuti masalah galian lobang ini mau sampe kapan udah mau seminggu belum selesai lagi bikin macet dan menanggung arus lalu lintas dan keselamatan pengendara,Jalan,1
"karcis parkir kendaraan bermotor di area hutan kota srengseng bisa di pertanggung jawabkan? seperti hal nya bila mana ada kendaraan hilang pihak pengelola mau bertanggung jawab atas kehilangannya kendaraan... bila tidak bisa bertanggung jawab lebih baik karcis parkir dihilangkan saja, tetapi jika berani bertanggung jawab tidak menjadi masalah... soalnya tidak adanya pemeriksaan stnk oleh pihak pengelola ataupun pengecekan karcis saat keluar dari area hutan kota,. bisa menjadi rawan buat pengunjung rawan kehilangan karena tidak adanya pemeriksaan.. tolong di evaluasi lagi ..","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",10
"tiang bollard tidak lengkap, butuh penambahan tiang bollard kurang lebih 2 buah. terima kasih.",Trotoar,4
tolong di tl segera mengingat musim hujan sebelum terjadi korban butuh segera ditindaklanjuti karena,Pohon,6
pju mati tolong diperbaiki agar tidak gelap dan berbahaya,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
mohon perbaiki jalan yang rusak segera tindak lanjuti masalah,Jalan,1
"kabel optik menjuntai depan gg. h. anim, tolong dipotong dan dirapikan.",Jaringan Listrik ,6
"pelayanan poli gigi cuma pagi aja, siang tutup tidak mau melayani, bukan cuma puskesmas kecamatan puskesmas kelurahan juga tidak mau melayani poli gigi siang hari, hampir semua puskesmas pembantu kalideres tidak mau melayani siang hari padahal udh daftar online",Pelayanan Kesehatan ,13
"zebra cross pudar, padahal ada plang menyebrang dan rambu zebra cross harap di cat yg bersih dan jelas lagi","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",10
masalah ini terjadi saat karena got mampet sehingga menyebabkan banyak jentik nyamuk butuh segera ditindaklanjuti karena berbahaya bisa dbd,Sampah ,3
"lokasi satu bhw saluran air penuh lumpur, kerikil, batu, tanah agar diangkut bersih hal hal tersebut. thanks yg seberangnya mall artha, dan saluran ini berpatokan dekat tanah kosong yg ada proyek excavator dengan pagar tinggi",Sampah ,14
"mengupdate laporan jk2501100150 bendera liar ormas preman masih terpasang di titik yg sama. tolong turunkan dan tertibkan bendera liar sesuai peraturan yg berlaku dan jangan meminta pihak pelanggar untuk menurunkan sendiri karena tidak akan diturunkan. kemana wibawa petugas dan rasa tanggung jawabnya ke masyarakat sekitar yg perlu dilindungi. sudah jelas ormas preman itu meresahkan dan merugikan masyarakat. jangan tunduk pada premanisme. memalukan dari pihak pemerintah tidak berani dan tidak tegas melakukan tugasnya dan tunduk pada preman. bendera2 ini biasa dipasang oleh ormas preman sebagai tanda daerah kekuasaan mereka. biasa ormas2 ini menandai tempat2 yg bisa mereka gunakan untuk menarik uang parkir dan uang keamanan kaki lima, toko2, proyek2 yg sedang dibangun, tempat2 keramaian, uang bongkar muat, uang hari raya, uang keamanan sampai sewa lahan ilegal. ormas2 ini sangat meresahkan dan sangat merugikan masyarakat terutama pelaku bisnis di daerahnya. mereka jg berani dengan petugas dan terus melanggar peraturan yg berlaku. tolong ditindak lanjuti secara tegas menurut peraturan yg berlaku. buang atau musnahkan bendera liar ormas tersebut dan jangan diserahkan kembali ke pelanggar karena pasti akan terus dipasang kembali.",Gangguan dan Kebisingan  ,30
"kenapa parkir liar di biarkan terutama di jalan pondok labu raya,padahal sudah lapor berkali-kali akan tetapi ada pembiar& ;an dari petugas dishub,penindakan kurang efektif,miris sekali ketika pejalan kaki harus rebutan jalan sama motor,mobil,dan parkir liar,pkl liar,pasar yng harusnya lahan parkir buat kendaraan di jadikan lahan buat pedagang,masalah di pondok labu ini mengapa tidak bisa di atasi?tugas pejabat setempat ngapain saja?",Parkir Liar,10
jalanan amblas mohon dilakukan perbaikan secepatnya jalan amblas ke arah jalan prof dr satrio segera tindak lanjuti masalah...,Jalan,1
"reklame instan dimana pajak nya oleh usaha bisnis restoran. ada lebih tiga banner vertikal restoran imado dan satu plank ini memenuhi unsur reklame instan, dimana di kel rawamangun banner vertikal merk indomart atau alfamart kena pajak saat iklan ber fasum selama 2 minggu. ini sudah lama. unsur badan pendapatan atau upped kecamatan sudah waktu diganti semua,banyak gak beres selama ini, belum di toko bangunan merk cat didinding agk ditutup. wilayah kelurahan rawasari, bukan johar",Keluhan Pelayanan ,26
butuh segera ditindaklanjuti karena tidak dirawat sesuai dengan ketentuan. menjadi banyak rumput dan semak.,Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),3
"segera dikordinasi ke tata ruang: pelanggaran tata ruang, gak terlihat pasang net plastik anti debu pelindung bangunan dan gak unjuk keruang publik pasang banner pbg . dan di lantai tiga ada terlihat dibagian belakangnya. intinya panjang banget kebelakang jika mau serius ada di wilayah lain diduga kelurahan sama di jalan kalimalang pelanggaran diduga gak pasang ijin pbg oleh ruko bagian depan dekat spbu pertamina kalimalang.",Tata Ruang dan Bangunan ,26
"got ditimbun dan ditutup. sehingga air tidak dapat mengalir, air got jadi terhambat there is a violation penutupan got sepihak",Demam Berdarah Dengue (DBD) ,3
"lokasi empat dekat lokasi kesatu bhw saluran air penuh lumpur, kerikil, batu, tanah agar diangkut bersih hal hal tersebut. thanks yg seberangnya mall artha, dan saluran ini berpatokan dekat tanah kosong yg ada proyek excavator dengan pagar tinggi",Sampah ,14
kalau boleh kasih masukan untuk pohon di halte ini bisa dipangkas kah? supaya lbh enak pandangan untuk menunggu angkutan umum / transjakarta dsb supaya kami lbh nyaman jg,Pohon,7
jembatan jalan setapak jogging track di dalam waduk aneka elok sudah rusak dan membahayakan pejalan kaki dan sudah tidak dapat digunakam pengunjung untuk jogging atau berlari. mohon segera diperbaiki sebelum jatuh korban terluka apalagi korban jiwa.,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",17
jalan jelek di puteran segera tindak lanjuti masalah,Jalan,1
ada pelanggaran segera tindak lanjuti masalah masalah ini terjadi saat butuh segera ditindaklanjuti karena mengganggu ketertiban umum dan kebersihan lingkungan.,PKL Liar,20
"pohon beringin di dekat jembatan masuk komplek tsb sudah terlalu lebat, membahayakan lalu lintas, warga masyarakat yg melintas serta kabel listrik",Pohon,6
butuh segera ditindaklanjuti karena rumput liar dan berakibat menjadi sarang ular,Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),3
gerobak mie ayam perabot meja kursi pkl liar secara permanen ditaruh setiap hari selama bertahun menutup saluran air dan badan jalan menempel tembok pagar gedung kantor kelurahan cawang. tanpa ada tindakan tegas dari jajaran lurah cawang dan satpol pp. apakah ada pembiaran krn dugaan pungli oknum terkait??? minta pemprov dki bisa turun tangan.,PKL Liar,23
pohon tutupi bungkus rambu penunjuk jalan oleh pohon serta halangi cahaya pju segera di pangkas,Pohon,16
"punya usaha barang rongsokan tapi gak modal utk buat garasi, jd mobil pengangkutnya merampas setengah badan jalan dialihfungsikan utk garasi mobil permanen, akses jalan warga terganggu.",Parkir Liar,23
"permasalahan: jalan pejompongan raya arah benhil. jalanan mulai hancur kembali, terakhir di perbaiki agustus namun skrg blm 1 tahun udh pd jebol lg aspal nya. tolong dinas bina marga kota jakarta pusat turun tangan lagi dan bongkar semua aspalnya kemudian baru perbaiki ulang dengan beton agar tidak berulang",Jalan,1
"saya pengguna jalan raya daan mogot setiap hari, namun 3 bulan belakangan ini kondisinya semakin parah, kemacetan luar biasa panjang dari arah grogol menuju kalideres, menurut analisa saya perubahan ini semenjak lampu merah cengkareng yg dr arah puri durasinya lebih lama, padahal lalu lintasnya tidak sepadat arus dari grogol menuju kalideres atau sebaliknya. harap di evaluasi terkait durasi lampu merah ini. terima kasih",Arus Lalu Lintas,7
jalan setapak bagi pejalan kaki di dalam kawasan waduk aneka elok mengalami kerusakan. mungkin salah satu penyebab jalan setapak itu rusak karena banyak pengendara motor yang melintas. mohon segera ditindaklanjuti dengan perbaikan dan menertibkan pengendara motor supaya tidak melintas jalan setapak dan parkir motor di tempat yang disediakan.,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",1
izin untuk di dirikan kaca blind spot di daerah sini karena disini rawan kecelakaan jadi untuk di buatkan kaca blind spot,Perlengkapan Lalu Lintas,4
penutup got/saluran air retak perlu dilakukan perbaikan karena mengganggu lalu lintas.mohon dapat ditindak lanjuti.terima kasih,Jalan,1
"mengupdate laporan jk2501100150 jk2501150122 tolong pihak pemerintah bisa lebih tegas dan bagi pejabat yg berwenang bisa mengedukasi anggotanya agar dapat bekerja dengan benar sesuai tugas yg dipercayakan kepadanya dan memihak dan melindungi masyarakat bukannya justru tunduk pada ormas atau preman setempat. bendera liar ormas preman yg sudah dilaporkan beberapa kali masih terpasang di titik yg sama. tolong turunkan dan tertibkan bendera liar sesuai peraturan yg berlaku dan jangan meminta pihak pelanggar untuk menurunkan sendiri karena tidak akan diturunkan. kemana wibawa petugas dan rasa tanggung jawabnya ke masyarakat sekitar yg perlu dilindungi. sudah jelas ormas preman itu meresahkan dan merugikan masyarakat. jangan tunduk pada premanisme. memalukan dari pihak pemerintah tidak berani dan tidak tegas melakukan tugasnya dan tunduk pada preman yg jelas2 tidak menghargai petugas. mari jadikan jakarta kota yg tertib untuk kebaikan bersama bukan untuk kepentingan ormas, pribadi atau kelompok tertentu. kapan kota bisa maju dan kemana masyarakat mengadu kalau pemerintahnya saja tidak tegas, tidak serius atau seakan tidak peduli?",Keluhan Pelayanan ,30
tolong koordi asi u dibenahi supaya jangan bahayakan.terima kasih,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",35
butuh segera ditindaklanjuti karena pendangkalan waduk dan lumpur banyak. rumput liar,"Saluran Air, Kali/Sungai",3
banyak kabel yang terbengkalai dan turun kebawah hingga membahayakan pejalan kaki maupuj pemotor,Jaringan Listrik ,6
"terdapat 3 titik pju mati, mohon untuk ditindaklanjuti, terimakasih...",Jaringan Listrik ,11
"jalan banyak rudak di sebelum harco glodok. ada pos pol disini. apalagi pernah ada sekitarbya bekas kebakaran. mohon diasphal yg berlubang, sebnarnta jalan gradakan sudhaatau terkelupas uda banyak diduga fkator hujan",Jalan,14
